CLOTHING LEAF CATEGORIES (For Review Mining)
============================================================
Total: 2195 categories

   Count  Category
       1  Kids' Snow Boots
       1  Showstopper Earrings
       1  Must-Have Men's Tees
       1  Women's Smart-Tech Jewelry and Watches
       1  Statement Tops & More
       1  Rave Reviews: Customers’ Most-Loved Gifts
       1  Men's Night-Out Styles
       1  Girls: Warm Weather Trends
       1  The Warm-Weather Edit for Her: Dresses
       1  All-New Watches
       1  Perfect Day Dresses
       1  Gold Bracelets
       1  Classic Hits
       1  The Men's Spring Trend Edit: Show Your Stripes
       1  Loungewear for the Family: Men
       1  Women's gray tops
       1  Plus-Size Activewear
       1  Preppy striped blouses
       1  Women's tie-dye sweaters
       1  Long-sleeve bodycon dresses
       1  Jewelry and watches for Mom
       1  Lightweight jackets and vests
       1  Knit Dresses
       1  Weekend Looks for Him: Hats
       1  Jewel-Tone Coats & Jackets
       1  SPB Wild Meadow Associate Gifting
       1  Tailored Overcoats
       1  Transitional Jackets
       1  Travel Essentials: Loungewear
       1  Men's Active Clothing, Shoes and More
       1  Gold-Tone Watches
       1  Jewel-Tone Dresses
       1  Warm up to winter
       1  Layers & warmth
       1  Lee Men's Pants & Denim
       1  The Look: Prairie Romance
       1  New Wave Prints
       1  Men's Spring Activewear
       1  Rhinestones earring sets
       1  Women's Floral Fashion
       1  Liberty Shoes
       1  Men's Lightweight Layers
       1  The Men's Spring Trend Edit: Tailored Ease
       1  Statement Earrings
       1  Cozy Footwear
       1  Men's Hats
       1  Fashion Experts Picks: Party-Ready Shoes
       1  Wallets, Keychains & More
       1  Must-Have Sunglasses
       1  Women's Fresh Activewear
       1  Women's Bold Pink Styles: Swim
       1  Kids' Shoes
       1  The Women's Fall Trend Edit: Prairie Prints
       1  Sets & Gift Sets
       1  Women Fashion
       1  Spring Boots & Booties
       1  athleisure final selection
       1  Classic Workwear for Her
       1  Super Hero T-Shirts
       1  Trailblazing Boots for Him
       1  Women's straight leg jeans
       1  Desk to Dinner
       1  Loungewear for the Family: Women
       1  Grey casual sweaters
       1  Bright Handbags
       1  Quilted Handbags
       1  Women's Trend Edit: Tropical Prints
       1  Timberland Pro
       1  Adventure Sandals
       1  Army green sweatshirts
       1  Adult Unisex Hoodies
       1  Shoulder-Baring Dresses
       1  Workout Wonders
       1  Eye-Catching Studs
       1  Warm-Weather Shoes: Espadrilles
       1  Summer's Best Accessories
       1  Statement Making Tops
       1  Cool Summer
       1  PC Gaming Shirts
       1  Outdoor Adventures: Men's Activewear
       1  True Religion OIH
       1  Weekend Style
       1  Sweater dresses
       1  Men's Activewear: Jackets & Sweatshirts
       1  Women's Running Shoes
       1  The Warmer-Weather Edit for Her: Handbags
       1  Gear Up for Spring with East Dane
       1  Hot Now: Tropical Prints and Summery Accessories
       1  Lug Sole Boots
       1  The Warmer-Weather Edit for Him
       1  Short-sleeve dresses and jumpsuits
       1  Craft Works
       1  Men's Spring Pants & Blazers
       1  Eclectic dress shirts
       1  Adults Apparel
       1  Night-Out Styles for Her: Handbags
       1  All Gender Kids Apparel
       1  Retro Outerwear
       1  Sleek motorcycle jackets
       1  Women’s Cross-Training & Gym Shoes
       1  Casual Styles: Hoodies
       1  Women's Swim Styles: One Pieces
       1  Update Your Athleisure: Fleece Layers
       1  Baby Boys' Outerwear
       1  The Women's Spring Trend Edit: Effortless Utility
       1  The Women's Fall Trend Edit: Retro-Inspired Looks
       1  Emporio Armani
       1  Luxe Bags
       1  Women's Denim for Every Budget
       1  Movado
       1  Timeless white blouses
       1  Family Athleisure
       1  The Plus Shop: Mix-and-Match Florals
       1  Colored Aviator Sunglasses
       1  Kids Athletic 2.0
       1  Weekend Essentials: Sneakers + Slip-Ons
       1  Women's Boots
       1  Eclectic long-sleeve button-downs
       1  Baby Boys' Dress Clothes
       1  Fashion for Baby
       1  Women's Winter Dresses
       1  Cartier Watches
       1  Sleepwear
       1  Blush Colors
       1  Formal Suits
       1  Women's Jumpsuits
       1  Men's Spring Styles: Swimwear
       1  Tactical boots
       1  Women's Cozy Sweaters
       1  Navy jumpsuits
       1  Platform Shoes
       1  Everyday Essential: Denim Jackets
       1  Cowl neck sweatshirts
       1  Graphic holiday sweatshirts
       1  Women's Fashion Gifts: Handbags
       1  The Women's Fall Outerwear Edit: Blanket Coats
       1  Closet Favorites: Handbags
       1  Women's Bright Styles
       1  Classics with a Twist
       1  Bodycon dresses
       1  Strappy sandals
       1  Men's   Winter Accessories
       1  Snow & Skate Shop
       1  Athleisure: Shorts
       1  Slouchy Booties
       1  Neutral dresses
       1  Arshiner Girl's Dress
       1  Night-Out Styles for Her: Shoes
       1  Workwear Trousers
       1  Athletic Sneakers for Girls
       1  Slick, Sleek Sunnies
       1  Silky Tops
       1  Go-to summer styles: Denim
       1  Reimagined Classics
       1  Rolex Watches
       1  Men’s 9-to-5 Essentials: Dark Denim
       1  Men's Jackets & Coats
       1  The Colder-Weather Edit for Him
       1  OBT Plus-size Node
       1  Our Best Satchels
       1  Fast-Track Your Fall Wardrobe: Lace Dresses
       1  Patterned Shirts: Plaid
       1  Women's Style Staples: Hoodies
       1  Outdoor Styles for Her
       1  Prom- Jewelry
       1  Light wash denim-style shirts
       1  Must-Have Coats: Bold Colors
       1  Dinner Party Dressing: Dresses
       1  Lug Sole Boots for Her
       1  Classic Men's Watches
       1  Neutral toned cardigan sweaters
       1  Larwa Men's Wear
       1  Statement Skirts
       1  Coastal Cowgirl Aesthetic
       1  Denim on Denim
       1  Shoes for Days: Boots
       1  Wide Leg Denim
       1  The 2015 Coat Guide - Cocoon
       1  Banded Together: Must-Have Extras
       1  Stylish rain boots for women
       1  The Bold Shoulder
       1  The Women's Sweater Edit: Chunky
       1  Breitling Watches
       1  Kenneth Cole
       1  womens sweaters
       1  Men's Essentials from Nike
       1  Men's Button Downs
       1  Edgy night-out pants
       1  Women’s Summer Shopping List: The Perfect Shirt
       1  Men's Stock-Up: Tees
       1  Light Layers
       1  Modern tunic tops
       1  Juniors' Show-Stopping Dresses
       1  GIIAI Aborist Node_TP0O9
       1  Men's Tees
       1  Road Trip-Ready: Men
       1  Black strappy sandals
       1  Go-to fall styles: Boots
       1  Puff Sleeve Blouses
       1  Women's Summer Whites
       1  Kisah Men's Wear
       1  Versace
       1  Men's Summer Shoe Edit: Slides
       1  Outfit-Making Beanies for Her
       1  Dazzling Gemstones
       1  Hiker-Inspired Backpacks
       1  Boys: Fall Trends
